"Close","pc_1","pc_2","prediction(Close)"
4100.0,0.325288856380414,-0.8001325650072779,3961.9379703769314
3970.0,-0.10516074009317239,0.32327584864904807,4030.9182321265043
3900.0,0.07484880167828345,0.5965391777837895,3898.0576223929365
3800.0,0.2882801943700962,-0.017537508387882428,3872.7234783989384
3770.0,0.5340701928707838,-0.2776464659444578,3780.4724015146876
3850.0,0.34022078110209975,0.28613857137800514,3802.827546574381
3800.0,0.2887798603235413,0.1709352572635876,3846.014228578083
4040.0,0.5862463100892454,-1.5932432582202345,3934.0935151664085
4050.0,0.021753370434713204,-0.48816432051325415,4077.451722942556
4030.0,0.014957127409406593,-0.3437994839626427,4061.056614928316
4240.0,0.2317994238115027,-1.351824748361319,4085.948836419742
4370.0,0.14621123736551467,-2.385438247928318,4268.843577697037
4370.0,-0.42660827783375055,-0.9159577221547073,4370.364579438222
4370.0,-0.6670482922835483,-0.033701003401238744,4375.10885118379
4440.0,-0.5784063520846963,-0.29642712509232516,4364.950313206054
4410.0,-0.5814239970136148,-0.7134927815858826,4423.782983443107
4380.0,-0.6277620402367374,-0.2531358141279353,4384.850367111928
4430.0,-0.7986190557083261,0.31933821694514786,4395.082693986741
4450.0,-0.7056908058192022,-0.36400473959144536,4440.994603962439
4460.0,-0.8002626144524029,0.2541151624653776,4405.04201406136
4440.0,-0.9215552978669436,0.47348343235608814,4438.169540508875
4500.0,-0.9101532084136785,0.3828287386263722,4444.845847212673
4420.0,-0.9012429267402537,0.18287085210856358,4468.0299863577875
4420.0,-0.7777266812958785,0.14565301659108554,4408.303431459005
4460.0,-0.8610544333895593,0.41188293910777196,4414.969626406537
4420.0,-0.9893288970906408,0.7051675009458117,4441.341303586807
4390.0,-0.8298525745743719,0.43714236656565464,4395.036018640032
4390.0,-0.8509500898393003,0.5642137164961888,4388.328125269307
4460.0,-0.8409172284401149,0.38358111141999507,4408.339553583253
4460.0,-0.9023257244547409,0.4248963878194223,4434.851123886752
4460.0,-0.8699043379893261,-0.006896246464498351,4477.901061153062
4390.0,-0.7949445655724235,0.21054180547372464,4408.317981089952
4390.0,-0.5818229641945118,-0.40243759079403485,4381.341035803281
4420.0,-0.8275313830431053,0.4046337115475055,4398.361966742012
4410.0,-0.8337424372803198,0.4995256647305651,4388.348393097936
4350.0,-0.7818636614822018,0.47052915080257546,4365.144497656854
4260.0,-0.6259157159691437,0.35860806995699246,4298.916535509304
4310.0,-0.6752702674947144,0.806033825496733,4261.974687527244
4270.0,-0.6406263494374579,0.39024718133511943,4302.211843975317
4260.0,-0.610175231997672,0.6323975608343932,4252.25600577847
4310.0,-0.6470308934216271,0.7235713240779758,4258.771371456271
4290.0,-0.7129882409130219,0.591563901438297,4311.986919302816
4310.0,-0.7341976395873426,0.6002130090715934,4321.913967975098
4320.0,-0.6360051517932288,0.4918099040333437,4285.561365845629
4310.0,-0.7549169766716767,0.7734632830192116,4308.422549339725
4230.0,-0.6055343857049029,0.3054812981617243,4295.646377022746
4240.0,-0.6072138869037645,0.7402338243885878,4235.512099628988
4440.0,-0.541771767856212,0.017144382257678975,4302.362487779721
4400.0,-0.8206618002030888,0.4025479356581629,4395.043218262344
4370.0,-0.8256468724558986,0.5879026297063186,4371.701705717225
4380.0,-0.7293684245963657,0.2248697631755477,4371.884277153707
4340.0,-0.6913271985811268,0.20062046291812657,4355.292432341518
4330.0,-0.7170636471495002,0.6069228253712495,4311.970201907893
4290.0,-0.6532866305566061,0.6520764616357717,4272.124143127082
4270.0,-0.6934977182569867,0.8272853712344369,4268.551446578342
4260.0,-0.6597609882155091,0.7002095832269248,4268.748699525717
4370.0,-0.5777339910628214,0.29565588872566423,4282.434404020312
